Experiments,Time,OD,s1,s2,s3,s4,s5
Exp_22,78.0,0.2568047546959359,0.0574170695115048,0.0,0.04097453461491795,0.08854122574804213,0.06987192482147102
Exp_22,84.0,0.27383032327711143,0.05765153179473298,0.0,0.04041767881562045,0.09669050165631603,0.07907061101044197
Exp_22,90.0,0.29205624627038895,0.057701157984892136,0.0,0.04027039711911257,0.10680663655916736,0.08727805460721691
Exp_22,96.0,0.3099470575254501,0.05659587158618772,0.0,0.03894873803944815,0.11540183731710218,0.09900061058271203
Exp_23,0.0,0.05,0.025,0.025,0.0,0.0,0.0
Exp_23,6.0,0.06280192082813553,0.0328180375354115,0.029983883292724032,0.0,0.0,0.0
Exp_23,12.0,0.07755930014328863,0.041212449187649075,0.03634685095563956,0.0,0.0,0.0
Exp_23,18.0,0.09093884319201109,0.04913134302269099,0.0418075001693201,0.0,0.0,0.0
Exp_23,24.0,0.10487539161319108,0.05925619274333006,0.045619198869861016,0.0,0.0,0.0
Exp_23,30.0,0.11628420597251626,0.06785811206993643,0.048426093902579834,0.0,0.0,0.0
Exp_23,36.0,0.12942700124000112,0.0752372427634795,0.054189758476521625,0.0,0.0,0.0
Exp_23,42.0,0.13612193077472706,0.08168623555547883,0.054435695219248244,0.0,0.0,0.0
Exp_23,48.0,0.14642353905205974,0.0884670842026655,0.057956454849394254,0.0,0.0,0.0
Exp_23,54.0,0.1473706948601363,0.08817318680220203,0.059197508057934264,0.0,0.0,0.0
Exp_23,60.0,0.15177156562273122,0.09159695193211144,0.06017461369061978,0.0,0.0,0.0
Exp_23,66.0,0.15163732142384617,0.09076781684514633,0.060869504578699836,0.0,0.0,0.0
Exp_23,72.0,0.152555567595813,0.09313174750377877,0.05942382009203424,0.0,0.0,0.0
Exp_23,78.0,0.15042727417234805,0.09113960364161276,0.0592876705307353,0.0,0.0,0.0
Exp_23,84.0,0.14364091497672726,0.08829237502096991,0.05534853995575736,0.0,0.0,0.0
Exp_23,90.0,0.1397103820587321,0.08523232622845395,0.054478055830278156,0.0,0.0,0.0
Exp_23,96.0,0.13357366565031578,0.08166306656221466,0.05191059908810113,0.0,0.0,0.0
Exp_24,0.0,0.05,0.01666666666666667,0.016666666666666666,0.0,0.0,0.016666666666666666
Exp_24,6.0,0.059021112423689084,0.021455728132039015,0.019652108071758524,0.0,0.0,0.017913276219891538
Exp_24,12.0,0.07466051118842311,0.027788186171556626,0.02289161056530817,0.0,0.0,0.023980714451558312
Exp_24,18.0,0.09095197682774367,0.03554682862546469,0.027351934879219574,0.0,0.0,0.028053213323059403
Exp_24,24.0,0.1058262754757154,0.04218812025612064,0.032617117340328565,0.0,0.0,0.031021037879266185
Exp_24,30.0,0.11977659643588806,0.046261671962295844,0.033835733987401875,0.0,0.0,0.039679190486190334
Exp_24,36.0,0.13816140563360518,0.05455285231578321,0.038929819972588084,0.0,0.0,0.04467873334523391
Exp_24,42.0,0.1507444133504191,0.05911509411198915,0.04072503985105441,0.0,0.0,0.05090427938737554
Exp_24,48.0,0.16951229383921723,0.06369009233068369,0.04257993263563182,0.0,0.0,0.0632422688729017
Exp_24,54.0,0.18450349764864216,0.06815372853779889,0.041897857295701224,0.0,0.0,0.07445191181514206
Exp_24,60.0,0.19788296544852413,0.06781006064017078,0.04328061952925936,0.0,0.0,0.086792285279094
Exp_24,66.0,0.22034504266744434,0.07199844711986454,0.04258061813147779,0.0,0.0,0.10576597741610201
Exp_24,72.0,0.2368240369769601,0.07118018158095014,0.041773869615832064,0.0,0.0,0.12386998578017791
Exp_24,78.0,0.26022269895483574,0.07068634086284302,0.04010834385579662,0.0,0.0,0.1494280142361961
Exp_24,84.0,0.2860618942006221,0.06940015192859204,0.03963332146227389,0.0,0.0,0.17702842080975614
Exp_24,90.0,0.3202250304716053,0.06942805223446229,0.04031231304384353,0.0,0.0,0.21048466519329947
Exp_24,96.0,0.3504042862576855,0.06627606304775309,0.03842684485562645,0.0,0.0,0.24570137835430594
Exp_25,0.0,0.05,0.016666666666666666,0.016666666666666666,0.0,0.016666666666666666,0.0
Exp_25,6.0,0.06393887910411027,0.022398711508309004,0.019710569197800638,0.0,0.021829598398000628,0.0
Exp_25,12.0,0.07843891480991916,0.028011040837867842,0.024382735523591274,0.0,0.026045138448460035,0.0
Exp_25,18.0,0.09412815603672675,0.0327096767699503,0.02826561430127582,0.0,0.03315286496550062,0.0
Exp_25,24.0,0.10613064477196603,0.03900024674319544,0.028646621652029667,0.0,0.03848377637674093,0.0
Exp_25,30.0,0.12675131677507587,0.047071575165491895,0.03467513775506488,0.0,0.04500460385451909,0.0
Exp_25,36.0,0.14275615528368385,0.05325918411381747,0.0370339699252,0.0,0.052463001244666393,0.0
Exp_25,42.0,0.15892367932476992,0.05921184274519906,0.03662256025497705,0.0,0.06308927632459381,0.0
Exp_25,48.0,0.17610105391868977,0.06414618915102645,0.03805128492929845,0.0,0.07390357983836487,0.0
Exp_25,54.0,0.1908288120487438,0.0671125416971041,0.0413165851272647,0.0,0.08239968522437502,0.0
Exp_25,60.0,0.2022551766364105,0.06814686233908367,0.03954030850571221,0.0,0.09456800579161462,0.0
Exp_25,66.0,0.21444873313843432,0.07075144805580429,0.03892982178035466,0.0,0.10476746330227539,0.0
Exp_25,72.0,0.22690897832555482,0.07049917791870362,0.03944039384442721,0.0,0.11696940656242398,0.0
Exp_25,78.0,0.24042567492642547,0.0713106394998205,0.03885152373521352,0.0,0.13026351169139144,0.0
Exp_25,84.0,0.2498283130911432,0.0702338948441807,0.03555140248126361,0.0,0.1440430157656989,0.0
Exp_25,90.0,0.26274281677119854,0.06909775696378422,0.03631289119609762,0.0,0.15733216861131671,0.0
Exp_25,96.0,0.272088908549479,0.06583643887336449,0.034726462024567875,0.0,0.1715260076515466,0.0
Exp_26,0.0,0.05,0.012499999999999999,0.0125,0.0,0.0125,0.0125
Exp_26,6.0,0.06107378628927871,0.0153300439749371,0.015119642829425304,0.0,0.016845425520020673,0.013778673964895634
Exp_26,12.0,0.07594739097732174,0.02116099414367998,0.01755203373013432,0.0,0.01954760566506352,0.017686757438443924
Exp_26,18.0,0.08961310905723377,0.02491064861644296,0.021153503458779113,0.0,0.022993007587394917,0.02055594939461678
Exp_26,24.0,0.1041399386411424,0.030939625399339206,0.024179582052962643,0.0,0.026438123309553484,0.022582607879287068
Exp_26,30.0,0.12620631620719847,0.03605749813470737,0.028333529653501093,0.0,0.034220747312729616,0.0275945411062604
Exp_26,36.0,0.1422488849408337,0.04120982604376474,0.02911194133904335,0.0,0.04024147609855738,0.031685641459468214
Exp_26,42.0,0.1569395872412505,0.04653747301102572,0.03051316925806027,0.0,0.0449180248044158,0.034970920167748706
Exp_26,48.0,0.177520263142936,0.050974369542528125,0.03128490405538671,0.0,0.05397943126866233,0.041281558276358855
Exp_26,54.0,0.18709978283374956,0.05191982481771757,0.029972876910016086,0.0,0.057897474376796626,0.04730960672921927
Exp_26,60.0,0.20705067200119842,0.05598276315051914,0.03138417807629514,0.0,0.06340529940441951,0.05627843136996462
Exp_26,66.0,0.22409243132417705,0.05756593396199219,0.03152448041523053,0.0,0.07199550325979641,0.06300651368715793
Exp_26,72.0,0.23904421742545345,0.05720545143786842,0.03088111746761747,0.0,0.07920911669696463,0.07174853182300295
Exp_26,78.0,0.2600090680928623,0.05975684070064916,0.029896462081596166,0.0,0.08703443614403492,0.08332132916658205
Exp_26,84.0,0.27508695060251026,0.057936253955483734,0.028917084614318477,0.0,0.09312653369203559,0.09510707834067243
Exp_26,90.0,0.3000671751217051,0.05698831902780705,0.029703804684787363,0.0,0.10176601380201439,0.11160903760709634
Exp_26,96.0,0.32248442775799036,0.05753196571341604,0.029853633156074415,0.0,0.10880638788011397,0.12629244100838596
Exp_27,0.0,0.05,0.01666666666666667,0.016666666666666666,0.016666666666666666,0.0,0.0
Exp_27,6.0,0.06276994546273476,0.022283040466322984,0.020522575262448692,0.01996432973396309,0.0,0.0
Exp_27,12.0,0.07469533113782639,0.025960126143516966,0.022465796831118344,0.02626940816319108,0.0,0.0
Exp_27,18.0,0.09405420014717084,0.03544645892236039,0.02683268574741617,0.031775055477394266,0.0,0.0
Exp_27,24.0,0.10866138823050722,0.04078426878532122,0.02974241501050971,0.03813470443467628,0.0,0.0
Exp_27,30.0,0.12670674702735507,0.04714092636249277,0.03376772052704553,0.04579810013781677,0.0,0.0
Exp_27,36.0,0.14003270343905683,0.05290638705026251,0.036282375999592775,0.050843940389201536,0.0,0.0
Exp_27,42.0,0.15469603556765416,0.05849261185254928,0.037990339249226145,0.05821308446587874,0.0,0.0
Exp_27,48.0,0.16206947865716137,0.06089339247328169,0.03770792120015807,0.0634681649837216,0.0,0.0
Exp_27,54.0,0.17427006643719273,0.06294634453596169,0.039993318809350545,0.07133040309188049,0.0,0.0
Exp_27,60.0,0.1823672748345706,0.06528732816905639,0.03915206142758615,0.07792788523792808,0.0,0.0
Exp_27,66.0,0.18974240331701012,0.06682314790331036,0.03999158915478844,0.08292766625891132,0.0,0.0
Exp_27,72.0,0.19367447101969018,0.06564901715765657,0.03903839452654095,0.08898705933549267,0.0,0.0
Exp_27,78.0,0.20145124191636482,0.06822468698640416,0.0382968957505575,0.09492965917940316,0.0,0.0
Exp_27,84.0,0.2036745289283804,0.0652393294314547,0.03707018739734979,0.10136501209957591,0.0,0.0
Exp_27,90.0,0.2017770329306438,0.062309819288831204,0.03567847789399457,0.10378873574781801,0.0,0.0
Exp_27,96.0,0.2069464441840488,0.06265652991571839,0.03529937867967664,0.10899053558865378,0.0,0.0
Exp_28,0.0,0.05,0.0125,0.012500000000000002,0.012500000000000002,0.0,0.0125
Exp_28,6.0,0.06606200910952807,0.016716416169333205,0.015558269447237517,0.01707016977673549,0.0,0.016717153716221855
Exp_28,12.0,0.07597986313187352,0.021023683766551744,0.016916271805270815,0.020287767041263765,0.0,0.017752140518787197
Exp_28,18.0,0.09283734808030308,0.0258168965824681,0.022031812249279893,0.023252166476669837,0.0,0.021736472771885264
Exp_28,24.0,0.10514232969234767,0.031222764943446318,0.02345345424332427,0.028060506943538413,0.0,0.02240560356203868
